Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Zona Administrativa|Denominación del Distrito|Código de Distrito|Código de Circuito Educativo|Sostenimiento|Régimen Escolar|Jurisdicción|Tipo de Educación|Modalidad|Jornada|Nivel|Etnia|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes|Estado|
24H00263|DOCE DE JULIO|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|381|13|Activa|
24H00264|GUSTAVO ENRIQUE GALINDO VELASCO|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|350|10|Activa|
24H00265|LUIS AUGUSTO MENDOZA MOREIRA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|820|26|Activa|
24H00266|NO 11 ATAHUALPA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|658|22|Activa|
24H00267|DOMINGO FAUSTINO SARMIENTO|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|687|23|Activa|
24H00268|GONZABAY DE LA ROSA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|64|11|Activa|
24H00269|ROSA ALAVA DE VICUÑA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|44|3|Activa|
24H00185|MARIA INMACULADA DE BELEN|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|69|8|Activa|
24H00186|EMANUEL|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|Terrestre|188|17|Activa|
24H00188|SEGUNDO CISNEROS ESPINOZA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|530|16|Activa|
24H00190|LICEO CRISTIANO PENINSULAR|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Inicial Educación Básica y Bachillerato|Mestiza|Terrestre|1229|60|Activa|
24H00191|IVAN ABAD GUERRA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|389|11|Activa|
24H00193|ING SIXTO CHANG CANSING|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Vespertina|Educación Básica|Mestiza|Terrestre|470|14|Activa|
24H00195|MARTHA JACHO DE CHANGO|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|58|5|Activa|
24H00196|EL MUNDO DE LOS NIÑOS|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|123|9|Activa|
24H00197|SANTA TERESITA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|Terrestre|661|43|Activa|
24H00198|MELVIN JONES|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación Especial|Presencial|Matutina y Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|183|15|Activa|
24H00199|SANTA MARIA DE LA ESPERANZA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|111|10|Activa|
24H00202|PENINSULA DE SANTA ELENA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Vespertina|Educación Básica y Bachillerato|Mestiza|Terrestre|926|31|Activa|
24H00205|FRANCISCO VALDIVIA DIAZ|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|321|10|Activa|
24H00206|SEGUNDO CISNEROS ESPINOZA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Municipal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|542|19|Activa|
24H00207|MARAVILLAS DEL SABER|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|100|4|Activa|
24H00208|ROSENDO MEJILLON|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|175|10|Activa|
24H00211|LAS MINAS|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|351|9|Activa|
24H00212|25 DE SEPTIEMBRE|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|507|14|Activa|
24H00216|JESUS MARIA PALAU VELASCO|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|69|4|Activa|
24H00218|JULIO ORTIZ|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Educación Básica|Mestiza|Terrestre|375|12|Activa|
24H00219|JOSE ANTONIO GARCIA CANDO|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|877|24|Activa|
24H00220|JUAN DAGOBERTO MONTENEGRO RODRÍGUEZ|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|316|28|Activa|
24H00222|UN MUNDO FELIZ|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|114|7|Activa|
24H00223|CARLOS LECARO VIGGIANI|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|59|7|Activa|
24H00226|ARCOIRIS PENINSULAR|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|189|7|Activa|
24H00228|COMIENZOS|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|191|12|Activa|
24H00229|AURORA  HATO  BURGOS|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|102|10|Activa|
24H00230|ELOY VELASQUEZ CEVALLOS|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|138|11|Activa|
24H00231|THOMAS H ROBATHAN|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|127|9|Activa|
24H00235|CRISTOBAL COLON|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|91|5|Activa|
24H00236|GLADYS|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|44|4|Activa|
24H00239|NICOLAS LAPENTTI ACUÑA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|19|5|Activa|
24H00241|ABDON CALDERON GARAICOA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Educación Básica|Mestiza|Terrestre|851|28|Activa|
24H00242|ALFA Y OMEGA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|266|13|Activa|
24H00243|JOHN DAVISON ROCKEFELLER|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|88|13|Activa|
24H00244|PAQUISHA|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Vespertina|Educación Básica|Mestiza|Terrestre|240|9|Activa|
24H00246|JARDINES DEL EDEN|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|97|8|Activa|
24H00214|LA LIBERTAD|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|1201|51|Activa|
24H00416|DR. EUGENIO ESPEJO EXTENSIÓN NÚMERO 36|24|SANTA ELENA|2402|LA LIBERTAD|240250|LA LIBERTAD|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C01_02_03_04|Particular|COSTA|Hispana|Educación regular|A Distancia|Vespertina|Educación Básica y Bachillerato|Mestiza|Terrestre|33|10|Activa|
24H00354|MAR DE CONOCIMIENTOS|24|SANTA ELENA|2403|SALINAS|240351|ANCONCITO|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|211|12|Activa|
24H00355|ARBOL DE VIDA|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|202|13|Activa|
24H00379|GILBERTO BORBOR ORRALA|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Municipal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|196|7|Activa|
24H00380|SALINAS SIGLO XXI|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Municipal|COSTA|Hispana|Educación regular|Presencial|Vespertina|Educación Básica|Mestiza|Terrestre|323|8|Activa|
24H00382|CENTRO EDUCA BILINGUE|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|123|14|Activa|
24H00383|NUEVA GENERACIÓN|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|67|8|Activa|
24H00390|FUNDACION GABRIEL|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación Especial|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|13|8|Activa|
24H00258|EBEN EZER|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|40|7|Activa|
24H00307|SAN LEONARDO MURIALDO|24|SANTA ELENA|2403|SALINAS|240301|CARLOS ESPINOZA LARREA|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización y Artesanal P.P|Mestiza|Terrestre|83|2|Activa|
24H00309|CESAR ROHON SANDOVAL|24|SANTA ELENA|2403|SALINAS|240351|ANCONCITO|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|1005|30|Activa|
24H00310|LUISA MARTIN GONZALEZ|24|SANTA ELENA|2403|SALINAS|240351|ANCONCITO|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|189|7|Activa|
24H00313|VIRGINIA REYES GONZALEZ|24|SANTA ELENA|2403|SALINAS|240351|ANCONCITO|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|1137|36|Activa|
24H00314|NUESTRO MUNDO|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|Terrestre|232|24|Activa|
24H00316|JIREH|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|Terrestre|65|9|Activa|
24H00318|EL VIGIA|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|399|21|Activa|
24H00319|PRIMERO DE MAYO|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica y Artesanal P.P|Mestiza|Terrestre|50|4|Activa|
24H00320|22 DE DICIEMBRE|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|77|15|Activa|
24H00321|PAGINAS LIBRES|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Vespertina|Educación Básica|Mestiza|Terrestre|133|9|Activa|
24H00323|METROPOLITANO|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|368|15|Activa|
24H00325|SIGLO XXI|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Municipal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|755|20|Activa|
24H00326|OASIS TAMAYENSE|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|212|7|Activa|
24H00328|FRANK VARGAS PAZZOS|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Inicial Educación Básica y Bachillerato|Mestiza|Terrestre|728|37|Activa|
24H00334|NUEVOS HORIZONTES|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|483|19|Activa|
24H00335|ALMIRANTE ALFREDO POVEDA BURBANO|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|971|18|Activa|
24H00336|PRESIDENTE TAMAYO|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|764|25|Activa|
24H00337|SIMON BOLIVAR|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|699|21|Activa|
24H00340|MERCEDES MORENO IRIGOYEN|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|435|11|Activa|
24H00341|JOHN F KENNEDY|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|Terrestre|679|35|Activa|
24H00342|DR.VICENTE ROCAFUERTE BEJARANO|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|123|12|Activa|
24H00182|PEDRO FRANCO DAVILA|24|SANTA ELENA|2403|SALINAS|240351|ANCONCITO|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|458|25|Activa|
24H00327|MUEY|24|SANTA ELENA|2403|SALINAS|240352|JOSE LUIS TAMAYO (MUEY)|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|1261|52|Activa|
24H00353|ROCA DE LOS SIGLOS|24|SANTA ELENA|2403|SALINAS|240350|SALINAS|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|61|6|Activa|
24H00364|22 DE DICIEMBRE|24|SANTA ELENA|2403|SALINAS|240351|ANCONCITO|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica y Artesanal P.P|Mestiza|Terrestre|179|8|Activa|
24H00381|CARMEN ELVIA VELASQUEZ TOALA|24|SANTA ELENA|2403|SALINAS|240304|SANTA ROSA|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Municipal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|140|7|Activa|
24H00401|DON BOSCO EXTENSIÓN SANTA ROSA NÚMERO 23|24|SANTA ELENA|2403|SALINAS|240304|SANTA ROSA|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscomisional|COSTA|Hispana|Popular Permanente|A Distancia|Vespertina|Educación Básica y Bachillerato|Mestiza|Terrestre|95|7|Activa|
24H00402|DON BOSCO EXTENSIÓN SAN MIGUEL DE ARCÁNGEL|24|SANTA ELENA|2403|SALINAS|240351|ANCONCITO|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscomisional|COSTA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|278|11|Activa|
24H00270|COSTA AZUL|24|SANTA ELENA|2403|SALINAS|240301|CARLOS ESPINOZA LARREA|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Particular|COSTA|Hispana|Educación regular|Presencial|Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|158|12|Activa|
24H00271|CARLOS ESPINOSA LARREA|24|SANTA ELENA|2403|SALINAS|240301|CARLOS ESPINOZA LARREA|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|875|26|Activa|
24H00272|FERNANDO DOBRONSKY OJEDA|24|SANTA ELENA|2403|SALINAS|240301|CARLOS ESPINOZA LARREA|Zona 5|LA LIBERTAD – SALINAS|24D02|24D02C05_06_07_08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Nocturna|Educación Básica y Bachillerato|Mestiza|Terrestre|602|35|Activa|
